tag_0,tag_1,p
START,PDVEW,0.00036859565057132326
START,VVUOM,0.00036859565057132326
START,RK,0.00036859565057132326
START,THBB,0.0011057869517139699
START,THPB,0.00036859565057132326
START,THBO,0.0018429782528566164
START,NME,0.00036859565057132326
START,PDHEDP,0.00036859565057132326
START,PDVEDP,0.00036859565057132326
START,NSMD,0.0007371913011426465
START,PEENP,0.01363803907113896
START,PEEB,0.0011057869517139699
START,PTMP,0.00036859565057132326
START,THNB,0.00036859565057132326
START,PDMW,0.00036859565057132326
START,AVA,0.0011057869517139699
START,PEMW,0.00036859565057132326
START,THPO,0.00036859565057132326
START,TRBB,0.003685956505713233
START,TRAO,0.00036859565057132326
START,PEEDP,0.00036859565057132326
START,UPG,0.00036859565057132326
START,AOP,0.00036859565057132326
START,RO,0.00036859565057132326
START,TRBO,0.00036859565057132326
STOP,START,0.00036859565057132326
STOP,STOP,0.00036859565057132326
STOP,LB,0.00036859565057132326
STOP,NSE,0.00036859565057132326
STOP,SVS,0.00036859565057132326
STOP,ASA,0.00036859565057132326
STOP,NSM,0.00036859565057132326
STOP,VTHOK,0.00036859565057132326
STOP,LO,0.00036859565057132326
STOP,THAB,0.00036859565057132326
STOP,NM,0.00036859565057132326
STOP,UPI,0.00036859565057132326
STOP,VTHOG,0.00036859565057132326
STOP,PB,0.00036859565057132326
STOP,VTUOP,0.00036859565057132326
STOP,ZE,0.00036859565057132326
STOP,KN,0.00036859565057132326
STOP,ZM,0.00036859565057132326
STOP,KO,0.00036859565057132326
STOP,TRAB,0.00036859565057132326
STOP,VTHOO,0.00036859565057132326
STOP,VVHOO,0.00036859565057132326
STOP,VVUOP,0.00036859565057132326
STOP,BS,0.00036859565057132326
STOP,VTUOM,0.00036859565057132326
STOP,THAO,0.00036859565057132326
STOP,UPV,0.00036859565057132326
STOP,ZPL,0.00036859565057132326
STOP,RL,0.00036859565057132326
STOP,ZPR,0.00036859565057132326
STOP,NEE,0.00036859565057132326
STOP,PO,0.00036859565057132326
STOP,NA,0.00036859565057132326
STOP,UPO,0.00036859565057132326
STOP,VVHOG,0.00036859565057132326
STOP,ASP,0.00036859565057132326
STOP,UPD,0.00036859565057132326
STOP,PA,0.00036859565057132326
STOP,BV,0.00036859565057132326
STOP,PDOENP,0.00036859565057132326
STOP,VTHSO,0.00036859565057132326
STOP,UPW,0.00036859565057132326
STOP,UXD,0.00036859565057132326
STOP,RS,0.00036859565057132326
STOP,PEMP,0.00036859565057132326
STOP,UPS,0.00036859565057132326
STOP,PTEDP,0.00036859565057132326
STOP,PTEW,0.00036859565057132326
STOP,BO,0.00036859565057132326
STOP,NSED,0.00036859565057132326
STOP,RSF,0.00036859565057132326
STOP,VTHSG,0.00036859565057132326
STOP,PTEB,0.00036859565057132326
STOP,PV,0.00036859565057132326
STOP,PEMB,0.00036859565057132326
STOP,RA,0.00036859565057132326
STOP,PDOEW,0.00036859565057132326
STOP,PDMB,0.00036859565057132326
STOP,AOA,0.00036859565057132326
STOP,PTENP,0.00036859565057132326
STOP,AVP,0.00036859565057132326
STOP,VTHOV,0.00036859565057132326
STOP,RV,0.00036859565057132326
STOP,RWD,0.00036859565057132326
STOP,VUOT,0.00036859565057132326
STOP,PDHEB,0.00036859565057132326
STOP,VTUOA,0.00036859565057132326
STOP,PDHENP,0.00036859565057132326
STOP,PDVENP,0.00036859565057132326
STOP,VVHOK,0.00036859565057132326
STOP,UPB,0.00036859565057132326
STOP,PW,0.00036859565057132326
STOP,PDVEB,0.00036859565057132326
STOP,PDMP,0.00036859565057132326
STOP,PDHEW,0.00036859565057132326
STOP,PDVEW,0.00036859565057132326
STOP,VVUOM,0.00036859565057132326
STOP,RK,0.00036859565057132326
STOP,THBB,0.00036859565057132326
STOP,THPB,0.00036859565057132326
STOP,THBO,0.00036859565057132326
STOP,NME,0.00036859565057132326
STOP,PDHEDP,0.00036859565057132326
STOP,PDVEDP,0.00036859565057132326
STOP,NSMD,0.00036859565057132326
STOP,PEENP,0.00036859565057132326
STOP,PEEB,0.00036859565057132326
STOP,PTMP,0.00036859565057132326
STOP,THNB,0.00036859565057132326
STOP,PDMW,0.00036859565057132326
STOP,AVA,0.00036859565057132326
STOP,PEMW,0.00036859565057132326
STOP,THPO,0.00036859565057132326
STOP,TRBB,0.00036859565057132326
STOP,TRAO,0.00036859565057132326
STOP,PEEDP,0.00036859565057132326
STOP,UPG,0.00036859565057132326
STOP,AOP,0.00036859565057132326
STOP,RO,0.00036859565057132326
STOP,TRBO,0.00036859565057132326
LB,START,0.00011701380762930026
LB,STOP,0.00011701380762930026
LB,LB,0.0002340276152586005
LB,NSE,0.23964427802480692
LB,SVS,0.00011701380762930026
LB,ASA,0.09232389421951791
LB,NSM,0.05066697870348701
LB,VTHOK,0.00011701380762930026
LB,LO,0.00011701380762930026
LB,THAB,0.0010531242686637023
LB,NM,0.012520477416335128
LB,UPI,0.00011701380762930026
LB,VTHOG,0.0002340276152586005
LB,PB,0.000468055230517201
LB,VTUOP,0.00011701380762930026
LB,ZE,0.00011701380762930026
LB,KN,0.00011701380762930026
LB,ZM,0.00011701380762930026
LB,KO,0.00011701380762930026
LB,TRAB,0.005382635150947812
LB,VTHOO,0.00011701380762930026
LB,VVHOO,0.00011701380762930026
LB,VVUOP,0.00011701380762930026
LB,BS,0.0012871518839223028
LB,VTUOM,0.00011701380762930026
LB,THAO,0.001404165691551603
LB,UPV,0.00011701380762930026
LB,ZPL,0.0010531242686637023
LB,RL,0.010531242686637023
LB,ZPR,0.00011701380762930026
LB,NEE,0.0043295108822841094
LB,PO,0.00035104142288790077
LB,NA,0.06248537327404634
LB,UPO,0.00011701380762930026
LB,VVHOG,0.00011701380762930026
LB,ASP,0.00011701380762930026
LB,UPD,0.00011701380762930026
LB,PA,0.00011701380762930026
LB,BV,0.00011701380762930026
LB,PDOENP,0.00011701380762930026
LB,VTHSO,0.00011701380762930026
LB,UPW,0.00011701380762930026
LB,UXD,0.00011701380762930026
LB,RS,0.0024572899602153054
LB,PEMP,0.00011701380762930026
LB,UPS,0.00011701380762930026
LB,PTEDP,0.00011701380762930026
LB,PTEW,0.00011701380762930026
LB,BO,0.0008190966534051018
LB,NSED,0.00035104142288790077
LB,RSF,0.00011701380762930026
LB,VTHSG,0.00011701380762930026
LB,PTEB,0.00011701380762930026
LB,PV,0.00011701380762930026
LB,PEMB,0.00011701380762930026
LB,RA,0.00011701380762930026
LB,PDOEW,0.00011701380762930026
LB,PDMB,0.00011701380762930026
LB,AOA,0.003978469459396209
LB,PTENP,0.00011701380762930026
LB,AVP,0.00011701380762930026
LB,VTHOV,0.00011701380762930026
LB,RV,0.00035104142288790077
LB,RWD,0.0024572899602153054
LB,VUOT,0.00011701380762930026
LB,PDHEB,0.00011701380762930026
LB,VTUOA,0.00011701380762930026
LB,PDHENP,0.00011701380762930026
LB,PDVENP,0.00011701380762930026
LB,VVHOK,0.00011701380762930026
LB,UPB,0.00011701380762930026
LB,PW,0.00011701380762930026
LB,PDVEB,0.00011701380762930026
LB,PDMP,0.00011701380762930026
LB,PDHEW,0.00011701380762930026
LB,PDVEW,0.00011701380762930026
LB,VVUOM,0.00011701380762930026
LB,RK,0.0005850690381465013
LB,THBB,0.00011701380762930026
LB,THPB,0.00011701380762930026
LB,THBO,0.0002340276152586005
LB,NME,0.00011701380762930026
LB,PDHEDP,0.00011701380762930026
LB,PDVEDP,0.00011701380762930026
LB,NSMD,0.00011701380762930026
LB,PEENP,0.00011701380762930026
LB,PEEB,0.00011701380762930026
LB,PTMP,0.00011701380762930026
LB,THNB,0.00011701380762930026
LB,PDMW,0.00011701380762930026
LB,AVA,0.0002340276152586005
LB,PEMW,0.00011701380762930026
LB,THPO,0.00011701380762930026
LB,TRBB,0.0002340276152586005
LB,TRAO,0.000936110461034402
LB,PEEDP,0.00011701380762930026
LB,UPG,0.00011701380762930026
LB,AOP,0.0007020828457758015
LB,RO,0.0002340276152586005
LB,TRBO,0.00011701380762930026
NSE,START,8.095854922279793e-05
NSE,STOP,0.008905440414507772
NSE,LB,0.005343264248704663
NSE,NSE,0.005424222797927461
NSE,SVS,0.14208225388601037
NSE,ASA,0.0018620466321243522
NSE,NSM,0.0048575129533678756
NSE,VTHOK,0.014329663212435234
NSE,LO,0.0028335492227979276
NSE,THAB,0.0004047927461139896
NSE,NM,0.0012953367875647669
NSE,UPI,0.018539507772020725
NSE,VTHOG,0.04250323834196891
NSE,PB,0.025906735751295335
NSE,VTUOP,0.0013762953367875647
NSE,ZE,0.011819948186528498
NSE,KN,0.03052137305699482
NSE,ZM,0.03230246113989637
NSE,KO,0.007691062176165803
NSE,TRAB,8.095854922279793e-05
NSE,VTHOO,0.006881476683937824
NSE,VVHOO,0.0008905440414507772
NSE,VVUOP,0.0013762953367875647
NSE,BS,0.014815414507772021
NSE,VTUOM,0.02388277202072539
NSE,THAO,0.0009715025906735751
NSE,UPV,0.0009715025906735751
NSE,ZPL,0.008338730569948187
NSE,RL,0.00016191709844559586
NSE,ZPR,0.004776554404145077
NSE,NEE,0.0014572538860103627
NSE,PO,0.0005667098445595854
NSE,NA,0.002185880829015544
NSE,UPO,0.0019430051813471502
NSE,VVHOG,0.021615932642487047
NSE,ASP,0.005909974093264249
NSE,UPD,0.0007286269430051813
NSE,PA,0.0006476683937823834
NSE,BV,0.00048575129533678756
NSE,PDOENP,0.0003238341968911917
NSE,VTHSO,0.0015382124352331607
NSE,UPW,0.009715025906735751
NSE,UXD,8.095854922279793e-05
NSE,RS,0.007933937823834197
NSE,PEMP,0.0003238341968911917
NSE,UPS,0.01052461139896373
NSE,PTEDP,8.095854922279793e-05
NSE,PTEW,8.095854922279793e-05
NSE,BO,8.095854922279793e-05
NSE,NSED,8.095854922279793e-05
NSE,RSF,0.00016191709844559586
NSE,VTHSG,0.005909974093264249
NSE,PTEB,0.00024287564766839378
NSE,PV,8.095854922279793e-05
NSE,PEMB,0.00016191709844559586
NSE,RA,0.00024287564766839378
NSE,PDOEW,0.00024287564766839378
NSE,PDMB,0.00024287564766839378
NSE,AOA,0.00016191709844559586
NSE,PTENP,0.00024287564766839378
NSE,AVP,0.00016191709844559586
NSE,VTHOV,0.0006476683937823834
NSE,RV,8.095854922279793e-05
NSE,RWD,0.00016191709844559586
NSE,VUOT,0.0021049222797927462
NSE,PDHEB,0.00048575129533678756
NSE,VTUOA,0.00016191709844559586
NSE,PDHENP,8.095854922279793e-05
NSE,PDVENP,8.095854922279793e-05
NSE,VVHOK,0.0008905440414507772
NSE,UPB,8.095854922279793e-05
NSE,PW,8.095854922279793e-05
NSE,PDVEB,8.095854922279793e-05
NSE,PDMP,0.00016191709844559586
NSE,PDHEW,0.00024287564766839378
NSE,PDVEW,8.095854922279793e-05
NSE,VVUOM,0.0006476683937823834
NSE,RK,8.095854922279793e-05
NSE,THBB,0.0003238341968911917
NSE,THPB,8.095854922279793e-05
NSE,THBO,0.0004047927461139896
NSE,NME,8.095854922279793e-05
NSE,PDHEDP,8.095854922279793e-05
NSE,PDVEDP,8.095854922279793e-05
NSE,NSMD,8.095854922279793e-05
NSE,PEENP,8.095854922279793e-05
NSE,PEEB,0.00016191709844559586
NSE,PTMP,8.095854922279793e-05
NSE,THNB,8.095854922279793e-05
NSE,PDMW,8.095854922279793e-05
NSE,AVA,8.095854922279793e-05
NSE,PEMW,8.095854922279793e-05
NSE,THPO,8.095854922279793e-05
NSE,TRBB,8.095854922279793e-05
NSE,TRAO,8.095854922279793e-05
NSE,PEEDP,0.00016191709844559586
NSE,UPG,8.095854922279793e-05
NSE,AOP,8.095854922279793e-05
NSE,RO,8.095854922279793e-05
NSE,TRBO,8.095854922279793e-05
SVS,START,7.162297665090961e-05
SVS,STOP,0.00014324595330181923
SVS,LB,0.16494771522704482
SVS,NSE,0.034522274745738435
SVS,SVS,0.006732559805185503
SVS,ASA,0.04211431027073485
SVS,NSM,0.04146970348087667
SVS,VTHOK,7.162297665090961e-05
SVS,LO,0.030010027216731128
SVS,THAB,0.004154132645752757
SVS,NM,0.010385331614381894
SVS,UPI,0.005944707062025498
SVS,VTHOG,0.0006446067898581865
SVS,PB,0.002578427159432746
SVS,VTUOP,7.162297665090961e-05
SVS,ZE,0.00035811488325454804
SVS,KN,0.0017189514396218307
SVS,ZM,0.00186219739292365
SVS,KO,0.0017905744162727403
SVS,TRAB,0.0005013608365563673
SVS,VTHOO,7.162297665090961e-05
SVS,VVHOO,7.162297665090961e-05
SVS,VVUOP,7.162297665090961e-05
SVS,BS,0.006732559805185503
SVS,VTUOM,0.00028649190660363845
SVS,THAO,0.0074487895716946
SVS,UPV,0.0004297378599054577
SVS,ZPL,0.0010743446497636442
SVS,RL,0.0005729838132072769
SVS,ZPR,0.0004297378599054577
SVS,NEE,0.011817791147400086
SVS,PO,0.009812347801174617
SVS,NA,0.03667096404526572
SVS,UPO,7.162297665090961e-05
SVS,VVHOG,0.00028649190660363845
SVS,ASP,0.0005013608365563673
SVS,UPD,7.162297665090961e-05
SVS,PA,0.018048990116029222
SVS,BV,0.0005013608365563673
SVS,PDOENP,0.00186219739292365
SVS,VTHSO,7.162297665090961e-05
SVS,UPW,0.002578427159432746
SVS,UXD,7.162297665090961e-05
SVS,RS,0.01110156138089099
SVS,PEMP,0.0022919352528291076
SVS,UPS,7.162297665090961e-05
SVS,PTEDP,0.001289213579716373
SVS,PTEW,0.00021486892995272884
SVS,BO,0.0005729838132072769
SVS,NSED,7.162297665090961e-05
SVS,RSF,7.162297665090961e-05
SVS,VTHSG,0.00014324595330181923
SVS,PTEB,0.0037243947858473
SVS,PV,7.162297665090961e-05
SVS,PEMB,0.01482595616673829
SVS,RA,0.00021486892995272884
SVS,PDOEW,7.162297665090961e-05
SVS,PDMB,0.004941985388912763
SVS,AOA,7.162297665090961e-05
SVS,PTENP,0.00021486892995272884
SVS,AVP,7.162297665090961e-05
SVS,VTHOV,7.162297665090961e-05
SVS,RV,0.00028649190660363845
SVS,RWD,0.002363558229480017
SVS,VUOT,7.162297665090961e-05
SVS,PDHEB,0.0025068041827818366
SVS,VTUOA,7.162297665090961e-05
SVS,PDHENP,7.162297665090961e-05
SVS,PDVENP,7.162297665090961e-05
SVS,VVHOK,7.162297665090961e-05
SVS,UPB,7.162297665090961e-05
SVS,PW,0.0005729838132072769
SVS,PDVEB,0.00035811488325454804
SVS,PDMP,0.0005729838132072769
SVS,PDHEW,0.00014324595330181923
SVS,PDVEW,7.162297665090961e-05
SVS,VVUOM,7.162297665090961e-05
SVS,RK,0.0015757054863200115
SVS,THBB,0.00021486892995272884
SVS,THPB,7.162297665090961e-05
SVS,THBO,0.0007162297665090961
SVS,NME,7.162297665090961e-05
SVS,PDHEDP,0.00028649190660363845
SVS,PDVEDP,0.00028649190660363845
SVS,NSMD,0.00014324595330181923
SVS,PEENP,7.162297665090961e-05
SVS,PEEB,0.00014324595330181923
SVS,PTMP,7.162297665090961e-05
SVS,THNB,7.162297665090961e-05
SVS,PDMW,0.00014324595330181923
SVS,AVA,0.0007162297665090961
SVS,PEMW,0.0005729838132072769
SVS,THPO,0.0005013608365563673
SVS,TRBB,7.162297665090961e-05
SVS,TRAO,7.162297665090961e-05
SVS,PEEDP,0.00028649190660363845
SVS,UPG,7.162297665090961e-05
SVS,AOP,7.162297665090961e-05
SVS,RO,7.162297665090961e-05
SVS,TRBO,0.00014324595330181923
ASA,START,0.00016556291390728477
ASA,STOP,0.00016556291390728477
ASA,LB,0.00033112582781456954
ASA,NSE,0.19420529801324504
ASA,SVS,0.00033112582781456954
ASA,ASA,0.026158940397350994
ASA,NSM,0.15
ASA,VTHOK,0.00016556291390728477
ASA,LO,0.00016556291390728477
ASA,THAB,0.0016556291390728477
ASA,NM,0.02913907284768212
ASA,UPI,0.00016556291390728477
ASA,VTHOG,0.00033112582781456954
ASA,PB,0.00016556291390728477
ASA,VTUOP,0.00016556291390728477
ASA,ZE,0.00016556291390728477
ASA,KN,0.020033112582781457
ASA,ZM,0.006788079470198676
ASA,KO,0.0016556291390728477
ASA,TRAB,0.00033112582781456954
ASA,VTHOO,0.00016556291390728477
ASA,VVHOO,0.00016556291390728477
ASA,VVUOP,0.00016556291390728477
ASA,BS,0.00016556291390728477
ASA,VTUOM,0.00016556291390728477
ASA,THAO,0.0009933774834437086
ASA,UPV,0.00016556291390728477
ASA,ZPL,0.0008278145695364238
ASA,RL,0.00033112582781456954
ASA,ZPR,0.0006622516556291391
ASA,NEE,0.0026490066225165563
ASA,PO,0.00016556291390728477
ASA,NA,0.053311258278145694
ASA,UPO,0.00016556291390728477
ASA,VVHOG,0.00016556291390728477
ASA,ASP,0.00016556291390728477
ASA,UPD,0.00016556291390728477
ASA,PA,0.00016556291390728477
ASA,BV,0.00016556291390728477
ASA,PDOENP,0.00016556291390728477
ASA,VTHSO,0.00016556291390728477
ASA,UPW,0.00016556291390728477
ASA,UXD,0.00016556291390728477
ASA,RS,0.0018211920529801326
ASA,PEMP,0.00016556291390728477
ASA,UPS,0.00016556291390728477
ASA,PTEDP,0.00016556291390728477
ASA,PTEW,0.00016556291390728477
ASA,BO,0.00016556291390728477
ASA,NSED,0.0004966887417218543
ASA,RSF,0.00016556291390728477
ASA,VTHSG,0.00016556291390728477
ASA,PTEB,0.00016556291390728477
ASA,PV,0.00016556291390728477
ASA,PEMB,0.00016556291390728477
ASA,RA,0.00016556291390728477
ASA,PDOEW,0.00016556291390728477
ASA,PDMB,0.00016556291390728477
ASA,AOA,0.00016556291390728477
ASA,PTENP,0.00016556291390728477
ASA,AVP,0.00016556291390728477
ASA,VTHOV,0.00016556291390728477
ASA,RV,0.00016556291390728477
ASA,RWD,0.002317880794701987
ASA,VUOT,0.00016556291390728477
ASA,PDHEB,0.00016556291390728477
ASA,VTUOA,0.00016556291390728477
ASA,PDHENP,0.00016556291390728477
ASA,PDVENP,0.00016556291390728477
ASA,VVHOK,0.00016556291390728477
ASA,UPB,0.00016556291390728477
ASA,PW,0.00016556291390728477
ASA,PDVEB,0.00016556291390728477
ASA,PDMP,0.00016556291390728477
ASA,PDHEW,0.00016556291390728477
ASA,PDVEW,0.00016556291390728477
ASA,VVUOM,0.00016556291390728477
ASA,RK,0.00033112582781456954
ASA,THBB,0.00016556291390728477
ASA,THPB,0.0008278145695364238
ASA,THBO,0.00016556291390728477
ASA,NME,0.00016556291390728477
ASA,PDHEDP,0.00016556291390728477
ASA,PDVEDP,0.00016556291390728477
ASA,NSMD,0.00016556291390728477
ASA,PEENP,0.00016556291390728477
ASA,PEEB,0.00016556291390728477
ASA,PTMP,0.00016556291390728477
ASA,THNB,0.00016556291390728477
ASA,PDMW,0.00016556291390728477
ASA,AVA,0.00016556291390728477
ASA,PEMW,0.00016556291390728477
ASA,THPO,0.00016556291390728477
ASA,TRBB,0.00016556291390728477
ASA,TRAO,0.00016556291390728477
ASA,PEEDP,0.00016556291390728477
ASA,UPG,0.00016556291390728477
ASA,AOP,0.00016556291390728477
ASA,RO,0.00016556291390728477
ASA,TRBO,0.00016556291390728477
NSM,START,0.0001443001443001443
NSM,STOP,0.00909090909090909
NSM,LB,0.0030303030303030303
NSM,NSE,0.00202020202020202
NSM,SVS,0.13203463203463203
NSM,ASA,0.0011544011544011544
NSM,NSM,0.001875901875901876
NSM,VTHOK,0.009235209235209235
NSM,LO,0.0017316017316017316
NSM,THAB,0.0004329004329004329
NSM,NM,0.00101010101010101
NSM,UPI,0.018903318903318905
NSM,VTHOG,0.03347763347763348
NSM,PB,0.053246753246753244
NSM,VTUOP,0.0030303030303030303
NSM,ZE,0.01471861471861472
NSM,KN,0.050216450216450215
NSM,ZM,0.04588744588744589
NSM,KO,0.004473304473304474
NSM,TRAB,0.0001443001443001443
NSM,VTHOO,0.005772005772005772
NSM,VVHOO,0.0011544011544011544
NSM,VVUOP,0.001443001443001443
NSM,BS,0.013852813852813853
NSM,VTUOM,0.018037518037518036
NSM,THAO,0.0004329004329004329
NSM,UPV,0.004906204906204906
NSM,ZPL,0.006926406926406926
NSM,RL,0.0001443001443001443
NSM,ZPR,0.004329004329004329
NSM,NEE,0.0002886002886002886
NSM,PO,0.0004329004329004329
NSM,NA,0.002453102453102453
NSM,UPO,0.0012987012987012987
NSM,VVHOG,0.015584415584415584
NSM,ASP,0.003751803751803752
NSM,UPD,0.0001443001443001443
NSM,PA,0.0002886002886002886
NSM,BV,0.001443001443001443
NSM,PDOENP,0.0001443001443001443
NSM,VTHSO,0.0008658008658008658
NSM,UPW,0.007792207792207792
NSM,UXD,0.0001443001443001443
NSM,RS,0.0012987012987012987
NSM,PEMP,0.0004329004329004329
NSM,UPS,0.006926406926406926
NSM,PTEDP,0.0001443001443001443
NSM,PTEW,0.0001443001443001443
NSM,BO,0.0001443001443001443
NSM,NSED,0.0001443001443001443
NSM,RSF,0.0001443001443001443
NSM,VTHSG,0.005772005772005772
NSM,PTEB,0.0001443001443001443
NSM,PV,0.0001443001443001443
NSM,PEMB,0.0002886002886002886
NSM,RA,0.0001443001443001443
NSM,PDOEW,0.0002886002886002886
NSM,PDMB,0.00101010101010101
NSM,AOA,0.0001443001443001443
NSM,PTENP,0.0002886002886002886
NSM,AVP,0.0004329004329004329
NSM,VTHOV,0.0011544011544011544
NSM,RV,0.0001443001443001443
NSM,RWD,0.0001443001443001443
NSM,VUOT,0.0025974025974025974
NSM,PDHEB,0.0001443001443001443
NSM,VTUOA,0.0007215007215007215
NSM,PDHENP,0.0001443001443001443
NSM,PDVENP,0.0001443001443001443
NSM,VVHOK,0.0008658008658008658
NSM,UPB,0.0001443001443001443
NSM,PW,0.0001443001443001443
NSM,PDVEB,0.0001443001443001443
NSM,PDMP,0.0002886002886002886
NSM,PDHEW,0.0001443001443001443
NSM,PDVEW,0.0001443001443001443
NSM,VVUOM,0.0004329004329004329
NSM,RK,0.0001443001443001443
NSM,THBB,0.0001443001443001443
NSM,THPB,0.0001443001443001443
NSM,THBO,0.0008658008658008658
NSM,NME,0.0001443001443001443
NSM,PDHEDP,0.0001443001443001443
NSM,PDVEDP,0.0001443001443001443
NSM,NSMD,0.0001443001443001443
NSM,PEENP,0.0001443001443001443
NSM,PEEB,0.0001443001443001443
NSM,PTMP,0.0001443001443001443
NSM,THNB,0.0001443001443001443
NSM,PDMW,0.0001443001443001443
NSM,AVA,0.0001443001443001443
NSM,PEMW,0.0001443001443001443
NSM,THPO,0.0001443001443001443
NSM,TRBB,0.0002886002886002886
NSM,TRAO,0.0001443001443001443
NSM,PEEDP,0.0001443001443001443
NSM,UPG,0.0001443001443001443
NSM,AOP,0.0001443001443001443
NSM,RO,0.0001443001443001443
NSM,TRBO,0.0001443001443001443
VTHOK,START,0.0006501950585175553
VTHOK,STOP,0.011703511053315995
VTHOK,LB,0.0247074122236671
VTHOK,NSE,0.0019505851755526658
VTHOK,SVS,0.09037711313394019
VTHOK,ASA,0.005201560468140442
VTHOK,NSM,0.002600780234070221
VTHOK,VTHOK,0.0006501950585175553
VTHOK,LO,0.01950585175552666
VTHOK,THAB,0.004551365409622887
VTHOK,NM,0.0006501950585175553
VTHOK,UPI,0.003250975292587776
VTHOK,VTHOG,0.005851755526657998
VTHOK,PB,0.011703511053315995
VTHOK,VTUOP,0.0006501950585175553
VTHOK,ZE,0.046163849154746424
VTHOK,KN,0.017555266579973992
VTHOK,ZM,0.055266579973992196
VTHOK,KO,0.020156046814044214
VTHOK,TRAB,0.0006501950585175553
VTHOK,VTHOO,0.0006501950585175553
VTHOK,VVHOO,0.0006501950585175553
VTHOK,VVUOP,0.0006501950585175553
VTHOK,BS,0.053315994798439535
VTHOK,VTUOM,0.002600780234070221
VTHOK,THAO,0.0013003901170351106
VTHOK,UPV,0.0013003901170351106
VTHOK,ZPL,0.0019505851755526658
VTHOK,RL,0.0013003901170351106
VTHOK,ZPR,0.006501950585175552
VTHOK,NEE,0.0019505851755526658
VTHOK,PO,0.0006501950585175553
VTHOK,NA,0.0019505851755526658
VTHOK,UPO,0.022106631989596878
VTHOK,VVHOG,0.0006501950585175553
VTHOK,ASP,0.031209362808842653
VTHOK,UPD,0.0006501950585175553
VTHOK,PA,0.003250975292587776
VTHOK,BV,0.0013003901170351106
VTHOK,PDOENP,0.011703511053315995
VTHOK,VTHSO,0.0006501950585175553
VTHOK,UPW,0.0006501950585175553
VTHOK,UXD,0.006501950585175552
VTHOK,RS,0.0013003901170351106
VTHOK,PEMP,0.0039011703511053317
VTHOK,UPS,0.0006501950585175553
VTHOK,PTEDP,0.0006501950585175553
VTHOK,PTEW,0.0006501950585175553
VTHOK,BO,0.0006501950585175553
VTHOK,NSED,0.0006501950585175553
VTHOK,RSF,0.0006501950585175553
VTHOK,VTHSG,0.0006501950585175553
VTHOK,PTEB,0.0006501950585175553
VTHOK,PV,0.0006501950585175553
VTHOK,PEMB,0.002600780234070221
VTHOK,RA,0.0006501950585175553
VTHOK,PDOEW,0.0006501950585175553
VTHOK,PDMB,0.0013003901170351106
VTHOK,AOA,0.0006501950585175553
VTHOK,PTENP,0.0013003901170351106
VTHOK,AVP,0.0006501950585175553
VTHOK,VTHOV,0.0006501950585175553
VTHOK,RV,0.0006501950585175553
VTHOK,RWD,0.0013003901170351106
VTHOK,VUOT,0.0006501950585175553
VTHOK,PDHEB,0.0006501950585175553
VTHOK,VTUOA,0.0006501950585175553
VTHOK,PDHENP,0.0006501950585175553
VTHOK,PDVENP,0.0006501950585175553
