tag_0,tag_1,p
NSE,ZM,0.07471075387025167
NSE,KO,0.02971331913362196
NSE,TRAB,0.002156187715165791
NSE,VTHOO,0.015953702904959708
NSE,VVHOO,0.002222611830632312
NSE,VVUOP,0.010080746950227664
NSE,BS,0.048320220355970236
NSE,VTUOM,0.03871446941639947
NSE,THAO,0.007919349615187908
NSE,UPV,0.0038869985634492864
NSE,ZPL,0.010769604582248784
NSE,RL,0.004716652459480237
NSE,ZPR,0.009978895080300625
NSE,NEE,0.016029506675516923
NSE,PO,0.0082221668117662
NSE,NA,0.060831583591019915
NSE,UPO,0.009130357043263291
NSE,VVHOG,0.028178780860297424
NSE,ASP,0.01566677592624109
NSE,UPD,0.0018060919023651454
NSE,PA,0.012126748573326851
NSE,BV,0.0017973656428689074
NSE,PDOENP,0.009977594137405609
NSE,VTHSO,0.003664672040826609
NSE,UPW,0.011397770435152915
NSE,UXD,0.0024642145316180466
NSE,RS,0.016896928853560637
NSE,PEMP,0.013841930561988455
NSE,UPS,0.007963889818207438
NSE,PTEDP,0.0006440560707638076
NSE,PTEW,5.600487571859197e-05
NSE,BO,0.0004200365678894398
NSE,NSED,0.00030802681645225583
NSE,RSF,4.024533697780725e-05
NSE,VTHSG,0.008330137207105542
NSE,PTEB,0.003356775903493245
NSE,PV,0.0005600487571859197
NSE,PEMB,0.009477066895560554
NSE,RA,0.000976568685453086
NSE,PDOEW,0.00033251261468927835
NSE,PDMB,0.0029647417734631008
NSE,AOA,0.0013563599163647184
NSE,PTENP,0.0062130245651414355
NSE,AVP,0.000600294094163727
NSE,VTHOV,0.0011497929324828264
NSE,RV,0.001960170650150719
NSE,RWD,0.0039325841994199496
NSE,VUOT,0.011395037870243992
NSE,PDHEB,0.0018253680807282036
NSE,VTUOA,0.0015803794192390864
NSE,PDHENP,0.0007280633843416956
NSE,PDVENP,0.0006440560707638076
NSE,VVHOK,0.0023066191442101995
NSE,UPB,8.400731357788795e-05
NSE,PW,0.0001960170650150719
NSE,PDVEB,0.0005040438814673278
NSE,PDMP,0.0030645086257817737
NSE,PDHEW,0.00013649554967420647
NSE,PDVEW,2.8002437859295985e-05
NSE,VVUOM,0.0007577588024526824
NSE,RK,0.0018761633365728312
NSE,THBB,0.0004567652652449736
NSE,THPB,0.0007280633843416956
NSE,THBO,0.0020371446844840604
NSE,NME,8.400731357788795e-05
NSE,PDHEDP,0.0001680146271557759
NSE,PDVEDP,0.0001960170650150719
NSE,NSMD,0.0001960170650150719
NSE,PEENP,0.0018761633365728312
NSE,PEEB,0.00029226727771147114
NSE,PTMP,0.00011200975143718394
NSE,THNB,2.8002437859295985e-05
NSE,PDMW,8.400731357788795e-05
NSE,AVA,0.0012041048279497273
NSE,PEMW,0.0003920341300301438
NSE,THPO,0.0002520219407336639
NSE,TRBB,0.0003920341300301438
NSE,TRAO,0.00022401950287436788
NSE,PEEDP,0.00026426483985217517
NSE,UPG,0.00014001218929647993
NSE,AOP,0.00014001218929647993
NSE,RO,5.600487571859197e-05
NSE,TRBO,2.8002437859295985e-05
SVS,START,0.036585185063170204
SVS,STOP,0.03659600601252816
SVS,LB,0.14316412050182395
SVS,NSE,0.17674781096722456
SVS,SVS,0.1950912450930705
SVS,ASA,0.08951913771522983
SVS,NSM,0.10188283401839493
SVS,VTHOK,0.020133752820833815
SVS,LO,0.035745875044741054
SVS,THAB,0.006385296312418522
SVS,NM,0.021887986593394693
SVS,UPI,0.028609731328055502
SVS,VTHOG,0.08132163982468131
SVS,PB,0.03989017304699513
SVS,VTUOP,0.019013655306461975
SVS,ZE,0.05176378652355151
SVS,KN,0.06538255229595547
SVS,ZM,0.07010860375503311
SVS,KO,0.02882218940107287
SVS,TRAB,0.002221113411313533
SVS,VTHOO,0.014925299379004761
SVS,VVHOO,0.002100182839447199
SVS,VVUOP,0.009884860564331483
SVS,BS,0.047098361006691195
SVS,VTUOM,0.035147519923631035
SVS,THAO,0.008899235508753855
SVS,UPV,0.0038064314199354474
SVS,ZPL,0.009672322163172034
SVS,RL,0.0047801562058674245
SVS,ZPR,0.009322911678216757
SVS,NEE,0.017596013085207182
SVS,PO,0.009620358529737284
SVS,NA,0.06604277333585465
SVS,UPO,0.008848770363537532
SVS,VVHOG,0.0249546325428473
SVS,ASP,0.014850212885856022
SVS,UPD,0.0017081487094170553
SVS,PA,0.014757106568344482
SVS,BV,0.0018010768434240931
SVS,PDOENP,0.010211389173999
SVS,VTHSO,0.0034442998566934064
SVS,UPW,0.01031959866757857
SVS,UXD,0.0024642145316180466
SVS,RS,0.017375793840190425
SVS,PEMP,0.014140651294729587
SVS,UPS,0.006384555831919485
SVS,PTEDP,0.0008280122098490767
SVS,PTEW,7.764677443450598e-05
SVS,BO,0.0004957832133951388
SVS,NSED,0.00030802681645225583
SVS,RSF,2.8002437859295985e-05
SVS,VTHSG,0.007459469419930688
SVS,PTEB,0.0038841585225120297
SVS,PV,0.0005600487571859197
SVS,PEMB,0.011693939564181185
SVS,RA,0.0009737247859319775
SVS,PDOEW,0.00030802681645225583
SVS,PDMB,0.003676080531567155
SVS,AOA,0.0013441170172462072
SVS,PTENP,0.006210180665620327
SVS,AVP,0.0005880511950452157
SVS,VTHOV,0.0010640926386532475
SVS,RV,0.0019926334982245902
SVS,RWD,0.004266611679756062
SVS,VUOT,0.01108896539228121
SVS,PDHEB,0.0021320658633061855
SVS,VTUOA,0.0015681365201205752
SVS,PDHENP,0.0007280633843416956
SVS,PDVENP,0.0006440560707638076
SVS,VVHOK,0.002184190153025087
SVS,UPB,8.400731357788795e-05
SVS,PW,0.0002717637105207709
SVS,PDVEB,0.0005473276788991558
SVS,PDMP,0.0031280123721689613
SVS,PDHEW,0.00012283070079514095
SVS,PDVEW,2.8002437859295985e-05
SVS,VVUOM,0.0006720585086231036
SVS,RK,0.002103403273089928
SVS,THBB,0.0004416784666053538
SVS,THPB,0.0007280633843416956
SVS,THBO,0.0020855616322316283
SVS,NME,8.400731357788795e-05
SVS,PDHEDP,0.0002004774752296469
SVS,PDVEDP,0.0002284799130889429
SVS,NSMD,0.0002068380143730289
SVS,PEENP,0.0018761633365728312
SVS,PEEB,0.0002908453279509169
SVS,PTMP,0.00011200975143718394
SVS,THNB,2.8002437859295985e-05
SVS,PDMW,9.482826293584495e-05
SVS,AVA,0.0013014933721713403
SVS,PEMW,0.00046778077553584284
SVS,THPO,0.0003169476368814059
SVS,TRBB,0.0003920341300301438
SVS,TRAO,0.00022401950287436788
SVS,PEEDP,0.0002844847888075349
SVS,UPG,0.00014001218929647993
SVS,AOP,0.00014001218929647993
SVS,RO,5.600487571859197e-05
SVS,TRBO,3.882338721725299e-05
ASA,START,0.036585185063170204
ASA,STOP,0.036585185063170204
ASA,LB,0.11827954760505946
ASA,NSE,0.20113889392200682
ASA,SVS,0.194110149328033
ASA,ASA,0.08713188690675554
ASA,NSM,0.11848186064303114
ASA,VTHOK,0.020133752820833815
ASA,LO,0.031222718213115026
ASA,THAB,0.0059957749262877
ASA,NM,0.024748961805040805
ASA,UPI,0.027722413480703027
ASA,VTHOG,0.08126032475507018
ASA,PB,0.039511439819466636
ASA,VTUOP,0.019013655306461975
ASA,ZE,0.05172050272611968
ASA,KN,0.06816397349102549
ASA,ZM,0.0708481810311852
ASA,KO,0.02878975934375463
ASA,TRAB,0.0021814402404183165
ASA,VTHOO,0.014925299379004761
ASA,VVHOO,0.002100182839447199
ASA,VVUOP,0.009884860564331483
ASA,BS,0.04609201271640119
ASA,VTUOM,0.03511505707555716
ASA,THAO,0.00791094035114691
ASA,UPV,0.0037523266731456623
ASA,ZPL,0.009621838973170737
ASA,RL,0.004729662085614251
ASA,ZPR,0.009344564507184547
ASA,NEE,0.01620016526929011
ASA,PO,0.008148709417055132
ASA,NA,0.06861932881999923
ASA,UPO,0.008848770363537532
ASA,VVHOG,0.024922169694773427
ASA,ASP,0.01478528718970828
ASA,UPD,0.0017081487094170553
ASA,PA,0.012041048279497273
ASA,BV,0.001736151147276351
ASA,PDOENP,0.009940865440050075
ASA,VTHSO,0.0034442998566934064
ASA,UPW,0.009940865440050075
ASA,UXD,0.0024642145316180466
ASA,RS,0.0159618928915903
ASA,PEMP,0.01380520186463292
ASA,UPS,0.006384555831919485
ASA,PTEDP,0.0006440560707638076
ASA,PTEW,5.600487571859197e-05
ASA,BO,0.0004200365678894398
ASA,NSED,0.00035853186695730633
ASA,RSF,2.8002437859295985e-05
ASA,VTHSG,0.007448648470572731
ASA,PTEB,0.0033322901052562225
ASA,PV,0.0005600487571859197
ASA,PEMB,0.009464823996442042
ASA,RA,0.0009520828872160635
ASA,PDOEW,0.00030802681645225583
ASA,PDMB,0.0029402559752260784
ASA,AOA,0.0013441170172462072
ASA,PTENP,0.006188538766904413
ASA,AVP,0.0005880511950452157
ASA,VTHOV,0.0010640926386532475
ASA,RV,0.001960170650150719
ASA,RWD,0.004248624128584267
ASA,VUOT,0.01108896539228121
ASA,PDHEB,0.0017641535851356473
ASA,VTUOA,0.0015681365201205752
ASA,PDHENP,0.0007280633843416956
ASA,PDVENP,0.0006440560707638076
ASA,VVHOK,0.002184190153025087
ASA,UPB,8.400731357788795e-05
ASA,PW,0.0001960170650150719
ASA,PDVEB,0.0005040438814673278
ASA,PDMP,0.0030522657266632623
ASA,PDHEW,0.00011200975143718394
ASA,PDVEW,2.8002437859295985e-05
ASA,VVUOM,0.0006720585086231036
ASA,RK,0.0019014158618253564
ASA,THBB,0.0004200365678894398
ASA,THPB,0.0008290734853517966
ASA,THBO,0.0019881730880100153
ASA,NME,8.400731357788795e-05
ASA,PDHEDP,0.0001680146271557759
ASA,PDVEDP,0.0001960170650150719
ASA,NSMD,0.0001960170650150719
ASA,PEENP,0.0018761633365728312
ASA,PEEB,0.00028002437859295985
ASA,PTMP,0.00011200975143718394
ASA,THNB,2.8002437859295985e-05
ASA,PDMW,8.400731357788795e-05
ASA,AVA,0.0012041048279497273
ASA,PEMW,0.0003920341300301438
ASA,THPO,0.0002520219407336639
ASA,TRBB,0.0003920341300301438
ASA,TRAO,0.00022401950287436788
ASA,PEEDP,0.0002520219407336639
ASA,UPG,0.00014001218929647993
ASA,AOP,0.00014001218929647993
ASA,RO,5.600487571859197e-05
ASA,TRBO,2.8002437859295985e-05
NSM,START,0.036585185063170204
NSM,STOP,0.037946824887474744
NSM,LB,0.1186935337328084
NSM,NSE,0.17182843945049817
NSM,SVS,0.21415810324494738
NSM,ASA,0.08332097397065959
NSM,NSM,0.09589186848129666
NSM,VTHOK,0.021517354577788427
NSM,LO,0.03146429947226583
NSM,THAB,0.005812426064315119
NSM,NM,0.020461541481749324
NSM,UPI,0.030577464725212545
NSM,VTHOG,0.08630827867198457
NSM,PB,0.04759343103469357
NSM,VTUOP,0.019452893959463438
NSM,ZE,0.05393865792377708
NSM,KN,0.07275446109029786
NSM,ZM,0.0768000126711574
NSM,KO,0.0292213445959841
NSM,TRAB,0.002156187715165791
NSM,VTHOO,0.015781814752357615
NSM,VVHOO,0.0022539163679977116
NSM,VVUOP,0.010082517958182142
NSM,BS,0.048178396318158144
NSM,VTUOM,0.03783833672416624
NSM,THAO,0.00782860159018443
NSM,UPV,0.0044770704505980785
NSM,ZPL,0.010553039706714076
NSM,RL,0.0047044095603617254
NSM,ZPR,0.009905702978279094
NSM,NEE,0.015843339323152305
NSM,PO,0.00819263328235528
NSM,NA,0.060864659136339795
NSM,UPO,0.009024465824738119
NSM,VVHOG,0.02727209648833126
NSM,ASP,0.01533433550596011
NSM,UPD,0.0017081487094170553
NSM,PA,0.012063010212147346
NSM,BV,0.00193380854112701
NSM,PDOENP,0.009940865440050075
NSM,VTHSO,0.0035541095199437722
NSM,UPW,0.011104847870503955
NSM,UXD,0.0024642145316180466
NSM,RS,0.01588506310026563
NSM,PEMP,0.013849125729933067
NSM,UPS,0.0074167666664729254
NSM,PTEDP,0.0006440560707638076
NSM,PTEW,5.600487571859197e-05
NSM,BO,0.0004200365678894398
NSM,NSED,0.00030802681645225583
NSM,RSF,2.8002437859295985e-05
NSM,VTHSG,0.008305163843925586
NSM,PTEB,0.0033322901052562225
NSM,PV,0.0005600487571859197
NSM,PEMB,0.009486785929092115
NSM,RA,0.0009520828872160635
NSM,PDOEW,0.000329988749102329
NSM,PDMB,0.003072027571126518
NSM,AOA,0.0013441170172462072
NSM,PTENP,0.006210500699554486
NSM,AVP,0.0006319750603453621
NSM,VTHOV,0.00121782616720376
NSM,RV,0.001960170650150719
NSM,RWD,0.003920341300301438
NSM,VUOT,0.011462318247332454
NSM,PDHEB,0.0017641535851356473
NSM,VTUOA,0.001655984250720868
NSM,PDHENP,0.0007280633843416956
NSM,PDVENP,0.0006440560707638076
NSM,VVHOK,0.0022939998162754527
NSM,UPB,8.400731357788795e-05
NSM,PW,0.0001960170650150719
NSM,PDVEB,0.0005040438814673278
NSM,PDMP,0.0030742276593133354
NSM,PDHEW,0.00011200975143718394
NSM,PDVEW,2.8002437859295985e-05
NSM,VVUOM,0.00071598237392325
NSM,RK,0.0018761633365728312
NSM,THBB,0.0004200365678894398
NSM,THPB,0.0007280633843416956
NSM,THBO,0.002097982751260381
NSM,NME,8.400731357788795e-05
NSM,PDHEDP,0.0001680146271557759
NSM,PDVEDP,0.0001960170650150719
NSM,NSMD,0.0001960170650150719
NSM,PEENP,0.0018761633365728312
NSM,PEEB,0.00028002437859295985
NSM,PTMP,0.00011200975143718394
NSM,THNB,2.8002437859295985e-05
NSM,PDMW,8.400731357788795e-05
NSM,AVA,0.0012041048279497273
NSM,PEMW,0.0003920341300301438
NSM,THPO,0.0002520219407336639
NSM,TRBB,0.000413996062680217
NSM,TRAO,0.00022401950287436788
NSM,PEEDP,0.0002520219407336639
NSM,UPG,0.00014001218929647993
NSM,AOP,0.00014001218929647993
NSM,RO,5.600487571859197e-05
NSM,TRBO,2.8002437859295985e-05
VTHOK,START,0.036585185063170204
VTHOK,STOP,0.03835848130795463
VTHOK,LB,0.12211382220080833
VTHOK,NSE,0.17175155741366893
VTHOK,SVS,0.20847988984867757
VTHOK,ASA,0.08389742124878502
VTHOK,NSM,0.09594125992092833
VTHOK,VTHOK,0.020133752820833815
VTHOK,LO,0.03424775298362963
VTHOK,THAB,0.006394371461880063
VTHOK,NM,0.020329769885848885
VTHOK,UPI,0.02813965965594642
VTHOK,VTHOG,0.08206956458030444
VTHOK,PB,0.04128473606425106
VTHOK,VTUOP,0.019013655306461975
VTHOK,ZE,0.05902231079287907
VTHOK,KN,0.06784577059980451
VTHOK,ZM,0.07860024970119545
VTHOK,KO,0.03169183293080735
VTHOK,TRAB,0.002156187715165791
VTHOK,VTHOO,0.014925299379004761
VTHOK,VVHOO,0.002100182839447199
VTHOK,VVUOP,0.009884860564331483
VTHOK,BS,0.05454124776507991
VTHOK,VTUOM,0.03542799170698971
VTHOK,THAO,0.007888989268695133
VTHOK,UPV,0.003856638216956511
VTHOK,ZPL,0.009729451959782332
VTHOK,RL,0.0048087211041725735
VTHOK,ZPR,0.010207610825724607
VTHOK,NEE,0.01603000047812393
VTHOK,PO,0.008148709417055132
VTHOK,NA,0.060721891301560325
VTHOK,UPO,0.01229105130929553
VTHOK,VVHOG,0.024922169694773427
VTHOK,ASP,0.019687929748818153
VTHOK,UPD,0.0017081487094170553
VTHOK,PA,0.012458294454740667
VTHOK,BV,0.0018404626910871994
VTHOK,PDOENP,0.011714161684834497
VTHOK,VTHSO,0.0034442998566934064
VTHOK,UPW,0.009940865440050075
VTHOK,UXD,0.003403018425915682
VTHOK,RS,0.015813679182875896
VTHOK,PEMP,0.014326759583687163
VTHOK,UPS,0.006384555831919485
VTHOK,PTEDP,0.0006440560707638076
VTHOK,PTEW,5.600487571859197e-05
VTHOK,BO,0.0004200365678894398
VTHOK,NSED,0.00030802681645225583
VTHOK,RSF,2.8002437859295985e-05
VTHOK,VTHSG,0.007448648470572731
VTHOK,PTEB,0.0033322901052562225
VTHOK,PV,0.0005600487571859197
VTHOK,PEMB,0.009777758627874588
VTHOK,RA,0.0009520828872160635
VTHOK,PDOEW,0.00030802681645225583
VTHOK,PDMB,0.003044567519036927
VTHOK,AOA,0.0013441170172462072
VTHOK,PTENP,0.006292850310715261
VTHOK,AVP,0.0005880511950452157
VTHOK,VTHOV,0.0010640926386532475
VTHOK,RV,0.001960170650150719
VTHOK,RWD,0.004024652844112286
VTHOK,VUOT,0.01108896539228121
VTHOK,PDHEB,0.0017641535851356473
VTHOK,VTUOA,0.0015681365201205752
VTHOK,PDHENP,0.0007280633843416956
VTHOK,PDVENP,0.0006440560707638076
VTHOK,VVHOK,0.0022885016968359354
VTHOK,UPB,8.400731357788795e-05
VTHOK,PW,0.0001960170650150719
VTHOK,PDVEB,0.0005040438814673278
VTHOK,PDMP,0.003260888814284959
VTHOK,PDHEW,0.00011200975143718394
VTHOK,PDVEW,2.8002437859295985e-05
VTHOK,VVUOM,0.0006720585086231036
VTHOK,RK,0.0019804748803836794
VTHOK,THBB,0.0004200365678894398
